,Year,Kilometers_Driven,Owner_Type,Seats,Mileage(km/kg),Engine(CC),Power(bhp),Location_Bangalore,Location_Chennai,Location_Coimbatore,Location_Delhi,Location_Hyderabad,Location_Jaipur,Location_Kochi,Location_Kolkata,Location_Mumbai,Location_Pune,Fuel_Type_Diesel,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Manual
4192,2012,61449,1,5.0,0.0,1086.0,62.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4021,2014,64637,1,5.0,22.77,1498.0,98.59,0,0,1,0,0,0,0,0,0,0,1,0,0,1
687,2011,100000,1,5.0,13.0,1343.0,90.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4107,2015,43053,1,5.0,18.9,998.0,67.1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2700,2012,45496,1,5.0,17.0,1497.0,118.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
3275,2013,43000,1,5.0,17.05,1995.0,184.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1541,2013,36716,1,5.0,18.9,1061.0,67.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
169,2012,62500,2,5.0,17.68,1968.0,174.33,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5797,2011,119000,3,7.0,13.1,2499.0,141.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3778,2016,28500,1,5.0,18.7,1199.0,88.7,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1365,2013,70000,1,7.0,20.77,1248.0,88.8,0,0,0,0,0,0,0,1,0,0,1,0,0,1
3297,2016,27000,1,5.0,19.08,1582.0,126.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0
5786,2012,52500,2,7.0,16.02,1373.0,93.7,0,0,0,0,0,0,0,0,1,0,0,0,1,1
270,2011,55000,1,5.0,17.0,1497.0,118.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
26,2012,54000,1,5.0,23.08,1461.0,63.1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3900,2014,37000,1,5.0,17.4,1497.0,117.3,0,0,0,0,0,0,0,1,0,0,0,0,1,1
4994,2009,85000,2,5.0,15.0,1896.0,105.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
4377,2010,107000,1,5.0,16.6,1388.0,68.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2487,2013,84600,2,5.0,21.1,814.0,55.2,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2197,2017,46000,1,5.0,25.6,1498.0,98.6,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2959,2015,53500,1,5.0,28.4,1248.0,74.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
3420,2017,24153,2,5.0,22.54,1396.0,88.73,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2617,2014,62000,1,5.0,22.32,1582.0,126.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1
5288,2018,13900,1,5.0,18.88,1499.0,110.4,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2355,2017,43812,1,5.0,15.0,2143.0,107.3,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5092,2014,57000,1,5.0,17.0,1497.0,118.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
5406,2015,47250,2,5.0,19.67,1582.0,126.2,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1630,2014,49386,1,5.0,17.5,1298.0,85.8,0,0,0,0,0,0,1,0,0,0,0,0,1,1
3762,2015,39335,1,7.0,15.1,2179.0,140.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
4865,2011,68000,2,7.0,12.8,2494.0,102.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2029,2014,71000,2,5.0,19.08,1582.0,126.32,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1834,2015,50000,1,8.0,18.2,1248.0,73.74,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2721,2010,72000,1,8.0,12.05,2179.0,120.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
49,2012,75800,2,6.0,16.55,2498.0,105.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3310,2010,78000,1,5.0,20.0,1399.0,68.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
829,2015,63856,1,5.0,13.7,1997.0,153.86,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3322,2012,60000,2,5.0,12.35,2179.0,187.74,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4038,2013,32425,1,5.0,20.51,998.0,67.04,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4677,2009,110000,1,5.0,11.0,2993.0,235.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1067,2015,14000,1,5.0,18.9,998.0,67.1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
420,2016,34267,1,5.0,22.74,796.0,47.3,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1952,2008,88123,1,5.0,18.7,1896.0,66.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2069,2018,24465,1,5.0,19.27,2143.0,167.62,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5358,2007,75000,2,5.0,16.46,2993.0,258.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1047,2015,10512,1,2.0,8.6,2706.0,265.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3487,2010,29000,1,4.0,9.9,3498.0,271.72,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1386,2018,8899,1,7.0,13.68,2393.0,147.8,0,0,0,0,0,0,1,0,0,0,1,0,0,1
5650,2016,41082,1,5.0,13.0,2143.0,204.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3149,2015,59630,1,5.0,13.0,2143.0,201.1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
5344,2015,26000,1,5.0,18.9,1197.0,82.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1669,2011,81650,1,5.0,18.33,1968.0,167.7,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3024,2017,21260,1,5.0,14.0,796.0,35.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
5,2012,75000,1,5.0,21.1,814.0,55.2,0,0,0,0,1,0,0,0,0,0,0,1,0,1
421,2015,33000,2,5.0,16.8,1984.0,150.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5584,2013,30000,2,5.0,14.8,1595.0,120.7,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2467,2018,5833,1,5.0,21.13,1498.0,108.4,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2049,2013,36000,1,7.0,17.21,1493.0,100.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1920,2018,37713,2,7.0,12.55,2982.0,168.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3731,2010,115000,2,5.0,17.92,1086.0,62.1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
218,2013,32000,1,5.0,22.5,998.0,67.04,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1104,2011,76000,1,5.0,26.3,998.0,67.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1735,2013,51450,1,7.0,12.8,2494.0,102.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2387,2017,69000,1,5.0,25.4,1186.0,73.97,0,0,0,0,0,0,0,0,1,0,1,0,0,1
74,2016,37300,2,5.0,16.5,1198.0,86.8,0,0,1,0,0,0,0,0,0,0,0,0,1,0
621,2007,92000,1,5.0,13.8,1299.0,70.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3930,2015,35314,1,5.0,23.2,1248.0,73.94,0,0,0,0,0,0,1,0,0,0,1,0,0,1
587,2014,59962,1,5.0,20.45,1461.0,83.8,0,0,0,0,1,0,0,0,0,0,1,0,0,1
5543,2017,27718,1,5.0,22.74,796.0,47.3,0,0,0,0,0,0,1,0,0,0,0,0,1,1
4498,2016,18000,1,5.0,18.16,1196.0,86.8,0,0,0,0,0,0,0,0,1,0,0,0,1,1
5029,2014,45800,1,5.0,22.7,1498.0,89.84,0,0,0,0,1,0,0,0,0,0,1,0,0,1
379,2014,37000,1,5.0,21.1,814.0,55.2,0,1,0,0,0,0,0,0,0,0,0,0,1,1
161,2013,65000,1,5.0,21.5,1498.0,108.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3263,2015,15000,1,5.0,18.9,1197.0,82.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
5581,2008,62364,1,5.0,13.2,1495.0,94.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
4057,2015,45000,1,7.0,11.3,2987.0,254.8,0,1,0,0,0,0,0,0,0,0,1,0,0,0
545,2014,47000,1,5.0,18.88,1995.0,184.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4170,2015,28000,1,5.0,25.17,799.0,53.3,0,0,0,0,0,0,0,0,0,1,0,0,1,1
550,2018,29000,1,5.0,17.1,1956.0,170.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1918,2015,51000,1,5.0,22.9,1248.0,74.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1050,2010,61000,4,5.0,17.0,1197.0,80.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
467,2011,91000,1,5.0,23.2,1248.0,73.94,0,0,0,0,0,1,0,0,0,0,1,0,0,1
4133,2004,69870,2,5.0,14.2,1597.0,92.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
5251,2014,36000,1,5.0,17.57,1193.0,88.7,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4283,2012,50000,1,5.0,17.68,1968.0,174.33,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1841,2017,22440,1,5.0,22.0,1498.0,108.495,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1773,2015,56000,1,5.0,14.16,1968.0,174.3,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5554,2015,66000,1,5.0,25.44,936.0,56.3,1,0,0,0,0,0,0,0,0,0,1,0,0,1
5299,2016,34952,1,5.0,19.81,1086.0,68.05,0,0,0,0,0,0,1,0,0,0,0,0,1,1
5654,2014,21000,1,5.0,19.5,1199.0,86.76,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1628,2018,22684,1,5.0,18.6,1197.0,81.83,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1114,2016,40448,1,7.0,15.96,2523.0,62.1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
5409,2017,17702,1,5.0,15.29,1591.0,121.3,0,0,0,0,0,0,1,0,0,0,0,0,1,1
4343,2007,64000,1,5.0,18.2,998.0,67.1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1551,2014,47303,1,5.0,19.34,1198.0,76.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5613,2016,53000,1,5.0,26.0,1498.0,98.6,0,0,0,0,1,0,0,0,0,0,1,0,0,1
17,2017,25000,1,5.0,28.4,1248.0,74.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2226,2017,62691,1,5.0,26.21,1248.0,88.5,0,0,0,0,0,1,0,0,0,0,1,0,0,1
5538,2016,70000,1,5.0,23.65,1248.0,88.5,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1289,2013,59254,2,5.0,17.5,1298.0,85.8,0,0,1,0,0,0,0,0,0,0,0,0,1,1
658,2006,98293,2,5.0,13.8,1299.0,70.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1658,2018,1700,1,5.0,19.0,1199.0,88.76,0,0,0,0,0,0,0,0,0,1,0,0,1,0
596,2017,52000,1,8.0,13.68,2393.0,147.8,0,0,0,0,1,0,0,0,0,0,1,0,0,1
299,2011,108626,1,5.0,20.54,1598.0,103.6,0,0,0,0,1,0,0,0,0,0,1,0,0,1
5537,2011,66000,1,5.0,22.07,1199.0,73.9,0,0,0,0,0,0,0,1,0,0,1,0,0,1
4171,2017,4700,1,5.0,25.17,799.0,53.3,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1563,2011,32200,2,5.0,17.0,1197.0,80.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2997,2016,29000,1,7.0,10.91,3198.0,197.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2871,2012,75451,1,5.0,17.5,1197.0,85.8,0,0,0,0,0,1,0,0,0,0,0,0,1,1
234,2013,52000,1,7.0,20.77,1248.0,88.76,0,1,0,0,0,0,0,0,0,0,1,0,0,1
3286,2017,7500,1,5.0,17.4,1497.0,117.3,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3745,2010,94753,1,5.0,19.7,796.0,46.3,0,0,0,0,1,0,0,0,0,0,0,0,1,1
280,2015,64000,1,5.0,18.48,1995.0,177.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3928,2018,14000,1,5.0,17.6,1582.0,126.2,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2870,2014,35010,1,5.0,22.9,1248.0,74.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1870,2013,45330,1,5.0,16.55,1968.0,147.51,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1131,2015,73000,1,5.0,22.7,1598.0,118.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
5677,2009,56927,1,5.0,13.5,1799.0,130.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
675,2017,64798,1,7.0,13.68,2393.0,147.8,1,0,0,0,0,0,0,0,0,0,1,0,0,1
862,2015,51530,1,5.0,18.9,998.0,67.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1499,2014,52000,1,7.0,12.0,2987.0,224.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3377,2017,12000,1,5.0,18.6,1197.0,81.83,0,0,0,0,1,0,0,0,0,0,0,0,1,1
5290,2016,36000,1,7.0,11.72,2199.0,194.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1185,2015,70000,1,5.0,26.2,998.0,58.2,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2646,2018,31426,1,5.0,21.66,1498.0,108.62,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2050,2007,67000,3,5.0,13.4,1794.0,125.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1399,2013,74000,1,5.0,20.46,1461.0,83.8,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2048,2010,35000,2,5.0,11.9,4806.0,550.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3514,2017,43827,1,5.0,13.22,2967.0,241.4,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5084,2015,28232,2,5.0,15.8,1499.0,110.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1090,2015,79000,1,5.0,17.8,1248.0,75.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
5478,2013,70000,1,5.0,17.01,1591.0,121.3,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4935,2016,28000,1,5.0,13.0,1591.0,121.3,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1594,2017,34429,1,5.0,24.0,1120.0,70.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1852,2015,42000,1,5.0,17.0,1197.0,80.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
5486,2013,54500,3,5.0,20.36,1197.0,78.9,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2664,2007,72000,2,5.0,19.7,796.0,46.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1
517,2005,108000,1,5.0,17.0,1405.0,70.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2726,2018,26234,1,5.0,24.7,796.0,47.3,0,0,1,0,0,0,0,0,0,0,0,0,1,1
3552,2008,300000,1,5.0,17.0,1405.0,70.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
5594,2012,75464,1,5.0,15.6,1196.0,70.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1663,2017,37124,1,5.0,20.4,1197.0,81.8,0,0,0,0,0,0,1,0,0,0,0,0,1,1
3501,2007,65047,1,5.0,17.3,1061.0,57.5,0,0,0,0,1,0,0,0,0,0,0,1,0,1
102,2010,93850,1,5.0,14.0,796.0,35.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
8,2013,64430,1,5.0,20.54,1598.0,103.6,0,0,0,0,0,0,0,0,0,1,1,0,0,1
187,2010,120000,1,5.0,20.0,1399.0,68.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1691,2016,19947,1,5.0,18.9,1197.0,82.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
4160,2015,79000,1,5.0,19.3,1968.0,141.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3957,2015,60146,1,5.0,14.16,1968.0,174.3,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4882,2017,59500,1,7.0,14.75,2967.0,245.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
50,2015,13648,1,5.0,17.11,1968.0,174.33,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1378,2016,11583,1,5.0,21.1,814.0,55.2,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2306,2018,28786,1,5.0,10.4,2393.0,163.5,0,0,0,0,0,0,1,0,0,0,0,0,1,1
4040,2008,59833,4,5.0,13.8,1299.0,70.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2578,2015,60207,1,5.0,25.8,1498.0,98.6,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2330,2016,51000,1,5.0,19.67,1582.0,126.2,0,0,0,0,0,0,0,1,0,0,1,0,0,1
3326,2012,53000,1,5.0,20.36,1197.0,78.9,0,0,0,0,1,0,0,0,0,0,0,0,1,1
5618,2017,43917,1,5.0,21.4,1197.0,83.1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
616,2017,32249,1,7.0,21.9,1498.0,98.6,0,0,0,0,0,0,1,0,0,0,1,0,0,1
5431,2004,135000,3,5.0,14.4,1997.0,152.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2678,2013,33793,1,5.0,18.4,1198.0,86.8,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1226,2010,125000,2,5.0,0.0,2179.0,115.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2653,2008,75000,2,5.0,11.1,2354.0,158.8,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2894,2014,75136,1,5.0,22.7,1498.0,89.84,0,0,0,1,0,0,0,0,0,0,1,0,0,1
3832,2013,95500,1,5.0,20.54,1598.0,103.6,0,0,0,0,0,0,0,0,0,1,1,0,0,1
5145,2018,12000,1,7.0,10.91,3198.0,197.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
489,2015,25000,2,7.0,17.3,1497.0,117.3,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4494,2017,60083,1,5.0,19.67,1582.0,126.2,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1162,2012,65000,1,5.0,22.69,1995.0,190.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2070,2014,55000,1,5.0,17.8,1497.0,117.3,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2964,2017,11200,1,5.0,19.27,2143.0,167.62,0,0,0,0,1,0,0,0,0,0,1,0,0,0
623,2016,37882,1,5.0,22.32,1582.0,126.3,0,0,1,0,0,0,0,0,0,0,1,0,0,1
4093,2014,85301,1,8.0,12.4,1998.0,132.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
4523,2013,45010,2,5.0,21.1,814.0,55.2,1,0,0,0,0,0,0,0,0,0,0,0,1,1
5393,2014,59885,1,5.0,12.39,2179.0,147.51,0,0,0,0,0,0,1,0,0,0,1,0,0,0
863,2014,25789,2,5.0,23.4,1248.0,74.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
59,2010,39300,1,5.0,18.2,998.0,67.1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2466,2016,69000,1,5.0,19.3,1248.0,73.9,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1976,2013,54885,1,7.0,15.1,1196.0,73.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
3194,2015,46561,1,5.0,22.9,1248.0,74.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
735,2011,35000,1,4.0,25.4,624.0,37.48,0,1,0,0,0,0,0,0,0,0,0,0,1,1
3603,2016,18456,1,5.0,17.0,1198.0,73.75,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2460,2016,59000,1,7.0,18.0,2993.0,255.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3551,2017,17978,1,5.0,19.0,1199.0,88.7,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4427,2010,84000,2,5.0,22.07,1199.0,73.9,0,0,0,0,0,0,0,0,0,1,1,0,0,1
112,2014,55000,1,7.0,12.99,2494.0,100.6,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5752,2017,27100,1,5.0,16.78,1496.0,88.73,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2141,2016,16956,1,5.0,22.5,998.0,67.04,0,0,0,0,0,0,0,1,0,0,0,0,1,1
4380,2010,24000,1,5.0,10.6,2996.0,258.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
860,2011,48000,2,5.0,14.74,1991.0,184.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1782,2016,7000,1,5.0,20.68,1995.0,190.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4797,2008,17000,1,5.0,15.2,1968.0,140.8,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5476,2018,43127,1,5.0,23.59,1364.0,67.04,0,0,1,0,0,0,0,0,0,0,1,0,0,1
3070,2014,57676,1,5.0,19.1,1197.0,85.8,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2818,2014,53000,1,5.0,16.55,1968.0,140.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5462,2014,84677,1,5.0,25.8,1498.0,98.6,0,0,0,0,0,0,0,1,0,0,1,0,0,1
5495,2011,78000,2,5.0,13.7,1798.0,157.75,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4557,2014,75000,1,5.0,21.21,1498.0,103.2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5148,2012,25000,2,7.0,17.5,1373.0,91.1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1764,2015,58000,1,5.0,24.4,1120.0,71.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2999,2012,75000,1,5.0,23.0,1396.0,90.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
4009,2015,63000,1,5.0,14.16,1968.0,174.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4818,2018,21488,1,5.0,14.3,1598.0,103.52,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4039,2017,54758,1,5.0,28.4,1248.0,73.75,0,0,0,0,0,0,1,0,0,0,1,0,0,1
5309,2012,82697,1,5.0,25.44,936.0,57.6,0,1,0,0,0,0,0,0,0,0,1,0,0,1
4473,2011,60000,1,5.0,17.92,1086.0,62.1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3574,2014,93000,1,7.0,14.0,2179.0,138.1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
5703,2008,52000,2,5.0,12.85,1396.0,99.6,0,0,0,0,0,0,0,0,0,1,0,0,1,1
819,2014,64000,1,7.0,20.77,1248.0,88.8,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2236,2013,37287,1,4.0,26.0,624.0,35.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2810,2011,68022,1,7.0,13.1,2499.0,141.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
3392,2015,25000,1,5.0,18.6,1197.0,81.83,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4190,2018,1997,1,5.0,22.5,998.0,67.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4952,2014,51553,1,5.0,21.64,1461.0,84.8,0,0,0,0,0,0,1,0,0,0,1,0,0,1
4834,2019,8018,1,5.0,22.0,1197.0,81.8,0,0,1,0,0,0,0,0,0,0,0,0,1,0
676,2010,100002,3,5.0,20.0,1399.0,68.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1099,2016,57738,1,5.0,24.0,1120.0,70.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
3622,2012,85122,1,7.0,12.99,2494.0,100.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2757,2015,14000,1,5.0,18.12,1995.0,190.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3659,2015,44000,1,5.0,22.54,1396.0,88.73,0,0,0,1,0,0,0,0,0,0,1,0,0,1
5743,2015,23000,1,5.0,15.63,1499.0,110.4,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1137,2011,58075,1,5.0,17.5,1298.0,85.8,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3525,2014,54257,1,5.0,17.4,1497.0,117.3,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4273,2015,54000,1,5.0,27.39,1248.0,74.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1362,2011,46759,1,5.0,16.47,1198.0,74.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
149,2012,136997,1,5.0,17.2,1968.0,138.1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2878,2014,30000,2,5.0,18.9,1197.0,82.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
2379,2012,68038,1,5.0,20.14,1498.0,88.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2713,2012,87510,1,5.0,21.8,1461.0,78.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1435,2009,42000,2,5.0,13.0,2987.0,210.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
5017,2012,99000,3,8.0,12.05,2179.0,120.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1540,2010,135000,2,7.0,11.5,2982.0,171.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
5009,2016,63316,1,5.0,22.7,1598.0,118.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
152,2016,6000,1,5.0,20.63,1198.0,67.06,0,0,0,0,0,0,0,1,0,0,0,0,1,1
4674,2018,21936,1,5.0,21.76,1995.0,190.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4479,2007,92000,1,5.0,13.5,1799.0,130.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1230,2014,54546,1,5.0,17.0,1497.0,118.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1815,2011,68000,1,5.0,17.0,1497.0,118.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
3250,2018,24237,1,5.0,18.16,1196.0,86.8,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1586,2018,2500,1,5.0,15.29,1591.0,121.3,0,0,0,0,0,0,0,0,1,0,0,0,1,1
236,2016,33915,1,5.0,17.8,1497.0,117.3,0,0,0,0,0,0,1,0,0,0,0,0,1,1
5339,2011,76000,1,5.0,20.0,1399.0,68.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2858,2013,51000,1,5.0,15.8,2148.0,170.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2729,2015,48000,1,5.0,15.73,1968.0,174.33,0,0,0,0,0,0,0,0,1,0,1,0,0,0
984,2010,18000,1,5.0,18.5,1197.0,80.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
498,2011,75000,1,5.0,11.7,2993.0,245.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
100,2010,30000,1,5.0,14.94,2967.0,241.4,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3670,2018,1011,1,5.0,20.37,1461.0,108.45,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1777,2014,49000,1,5.0,18.23,1582.0,126.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
